uf,cod_uf,cod_municipio,municipio,populacao_2012
MG,31,62955,São José da Lapa,20524
MG,31,63003,São José da Safira,4103
MG,31,63102,São José da Varginha,4345
MG,31,63201,São José do Alegre,4026
MG,31,63300,São José do Divino,3830
MG,31,63409,São José do Goiabal,5580
MG,31,63508,São José do Jacuri,6518
MG,31,63607,São José do Mantimento,2625
MG,31,63706,São Lourenço,42372
MG,31,63805,São Miguel do Anta,6778
MG,31,63904,São Pedro da União,4953
MG,31,64100,São Pedro do Suaçuí,5493
MG,31,64001,São Pedro dos Ferros,8223
MG,31,64209,São Romão,10653
MG,31,64308,São Roque de Minas,6741
MG,31,64407,São Sebastião da Bela Vista,5045
MG,31,64431,São Sebastião da Vargem Alegre,2832
MG,31,64472,São Sebastião do Anta,5884
MG,31,64506,São Sebastião do Maranhão,10503
MG,31,64605,São Sebastião do Oeste,5980
MG,31,64704,São Sebastião do Paraíso,65984
MG,31,64803,São Sebastião do Rio Preto,1588
MG,31,64902,São Sebastião do Rio Verde,2131
MG,31,65206,São Thomé das Letras,6724
MG,31,65008,São Tiago,10609
MG,31,65107,São Tomás de Aquino,7062
MG,31,65305,São Vicente de Minas,7136
MG,31,65404,Sapucaí-Mirim,6360
MG,31,65503,Sardoá,5718
MG,31,65537,Sarzedo,27104
MG,31,65560,Sem-Peixe,2799
MG,31,65578,Senador Amaral,5233
MG,31,65602,Senador Cortes,1987
MG,31,65701,Senador Firmino,7326
MG,31,65800,Senador José Bento,1793
MG,31,65909,Senador Modestino Gonçalves,4481
MG,31,66006,Senhora de Oliveira,5690
MG,31,66105,Senhora do Porto,3494
MG,31,66204,Senhora dos Remédios,10222
MG,31,66303,Sericita,7149
MG,31,66402,Seritinga,1797
MG,31,66501,Serra Azul de Minas,4224
MG,31,66600,Serra da Saudade,807
MG,31,66808,Serra do Salitre,10725
MG,31,66709,Serra dos Aimorés,8447
MG,31,66907,Serrania,7548
MG,31,66956,Serranópolis de Minas,4484
MG,31,67004,Serranos,1984
MG,31,67103,Serro,20809
MG,31,67202,Sete Lagoas,218574
MG,31,65552,Setubinha,11126
MG,31,67301,Silveirânia,2201
MG,31,67400,Silvianópolis,6053
MG,31,67509,Simão Pereira,2546
MG,31,67608,Simonésia,18513
MG,31,67707,Sobrália,5762
MG,31,67806,Soledade de Minas,5755
MG,31,67905,Tabuleiro,4005
MG,31,68002,Taiobeiras,31457
MG,31,68051,Taparuba,3124
MG,31,68101,Tapira,4231
MG,31,68200,Tapiraí,1869
MG,31,68309,Taquaraçu de Minas,3840
MG,31,68408,Tarumirim,14264
MG,31,68507,Teixeiras,11387
MG,31,68606,Teófilo Otoni,135549
MG,31,68705,Timóteo,82718
MG,31,68804,Tiradentes,7143
MG,31,68903,Tiros,6806
MG,31,69000,Tocantins,15947
MG,31,69059,Tocos do Moji,3970
MG,31,69109,Toledo,5846
MG,31,69208,Tombos,9218
MG,31,69307,Três Corações,73894
MG,31,69356,Três Marias,29036
MG,31,69406,Três Pontas,54289
MG,31,69505,Tumiritinga,6363
MG,31,69604,Tupaciguara,24350
MG,31,69703,Turmalina,18383
MG,31,69802,Turvolândia,4721
MG,31,69901,Ubá,104004
MG,31,70008,Ubaí,11818
MG,31,70057,Ubaporanga,12095
MG,31,70107,Uberaba,302623
MG,31,70206,Uberlândia,619536
MG,31,70305,Umburatiba,2680
MG,31,70404,Unaí,78703
MG,31,70438,União de Minas,4385
MG,31,70479,Uruana de Minas,3231
MG,31,70503,Urucânia,10279
MG,31,70529,Urucuia,14207
MG,31,70578,Vargem Alegre,6449
MG,31,70602,Vargem Bonita,2156
MG,31,70651,Vargem Grande do Rio Pardo,4775
MG,31,70701,Varginha,125208
MG,31,70750,Varjão de Minas,6259
MG,31,70800,Várzea da Palma,36439
MG,31,70909,Varzelândia,19108
MG,31,71006,Vazante,19844
MG,31,71030,Verdelândia,8523
MG,31,71071,Veredinha,5569
MG,31,71105,Veríssimo,3575
MG,31,71154,Vermelho Novo,4707
MG,31,71204,Vespasiano,108771
MG,31,71303,Viçosa,73333
MG,31,71402,Vieiras,3698
MG,31,71600,Virgem da Lapa,13611
MG,31,71709,Virgínia,8612
MG,31,71808,Virginópolis,10534
MG,31,71907,Virgolândia,5590
MG,31,72004,Visconde do Rio Branco,38749
MG,31,72103,Volta Grande,5093
MG,31,72202,Wenceslau Braz,2547
ES,32,00102,Afonso Cláudio,30919
ES,32,00169,Água Doce do Norte,11624
ES,32,00136,Águia Branca,9507
ES,32,00201,Alegre,30626
ES,32,00300,Alfredo Chaves,14007
ES,32,00359,Alto Rio Novo,7371
ES,32,00409,Anchieta,24616
ES,32,00508,Apiacá,7497
ES,32,00607,Aracruz,84429
ES,32,00706,Atilio Vivacqua,10080
ES,32,00805,Baixo Guandu,29272
ES,32,00904,Barra de São Francisco,41110
ES,32,01001,Boa Esperança,14278
ES,32,01100,Bom Jesus do Norte,9514
ES,32,01159,Brejetuba,11950
ES,32,01209,Cachoeiro de Itapemirim,192156
ES,32,01308,Cariacica,352431
ES,32,01407,Castelo,35048
ES,32,01506,Colatina,113054
ES,32,01605,Conceição da Barra,28745
ES,32,01704,Conceição do Castelo,11798
ES,32,01803,Divino de São Lourenço,4471
ES,32,01902,Domingos Martins,32042
ES,32,02009,Dores do Rio Preto,6429
ES,32,02108,Ecoporanga,23097
ES,32,02207,Fundão,17632
ES,32,02256,Governador Lindenberg,11106
ES,32,02306,Guaçuí,28208
ES,32,02405,Guarapari,107836
ES,32,02454,Ibatiba,22843
ES,32,02504,Ibiraçu,11335
ES,32,02553,Ibitirama,8919
ES,32,02603,Iconha,12681
ES,32,02652,Irupi,11930
ES,32,02702,Itaguaçu,14080
ES,32,02801,Itapemirim,31421
ES,32,02900,Itarana,10799
ES,32,03007,Iúna,27512
ES,32,03056,Jaguaré,25454
ES,32,03106,Jerônimo Monteiro,10984
ES,32,03130,João Neiva,15886
ES,32,03163,Laranja da Terra,10810
ES,32,03205,Linhares,145639
ES,32,03304,Mantenópolis,13826
ES,32,03320,Marataízes,34675
ES,32,03346,Marechal Floriano,14576
ES,32,03353,Marilândia,11286
ES,32,03403,Mimoso do Sul,25858
ES,32,03502,Montanha,17938
ES,32,03601,Mucurici,5619
ES,32,03700,Muniz Freire,18202
ES,32,03809,Muqui,14506
ES,32,03908,Nova Venécia,46487
ES,32,04005,Pancas,21722
ES,32,04054,Pedro Canário,24071
ES,32,04104,Pinheiros,24284
ES,32,04203,Piúma,18597
ES,32,04252,Ponto Belo,7088
ES,32,04302,Presidente Kennedy,10429
ES,32,04351,Rio Bananal,17713
ES,32,04401,Rio Novo do Sul,11334
ES,32,04500,Santa Leopoldina,12207
ES,32,04559,Santa Maria de Jetibá,34992
ES,32,04609,Santa Teresa,22005
ES,32,04658,São Domingos do Norte,8070
ES,32,04708,São Gabriel da Palha,32655
ES,32,04807,São José do Calçado,10397
ES,32,04906,São Mateus,111832
ES,32,04955,São Roque do Canaã,11406
ES,32,05002,Serra,422569
ES,32,05010,Sooretama,24685
ES,32,05036,Vargem Alta,19395
ES,32,05069,Venda Nova do Imigrante,21094
ES,32,05101,Viana,66745
ES,32,05150,Vila Pavão,8724
ES,32,05176,Vila Valério,13824
ES,32,05200,Vila Velha,424948
ES,32,05309,Vitória,333162
RJ,33,00100,Angra dos Reis,177101
RJ,33,00159,Aperibé,10545
RJ,33,00209,Araruama,116418
RJ,33,00225,Areal,11654
RJ,33,00233,Armação dos Búzios,28973
RJ,33,00258,Arraial do Cabo,28295
RJ,33,00308,Barra do Piraí,95726
RJ,33,00407,Barra Mansa,178880
RJ,33,00456,Belford Roxo,474596
RJ,33,00506,Bom Jardim,25738
RJ,33,00605,Bom Jesus do Itabapoana,35677
RJ,33,00704,Cabo Frio,195197
RJ,33,00803,Cachoeiras de Macacu,55139
RJ,33,00902,Cambuci,14851
RJ,33,01009,Campos dos Goytacazes,472300
RJ,33,01108,Cantagalo,19830
RJ,33,00936,Carapebus,14024
RJ,33,01157,Cardoso Moreira,12601
RJ,33,01207,Carmo,17758
RJ,33,01306,Casimiro de Abreu,37340
RJ,33,00951,Comendador Levy Gasparian,8219
RJ,33,01405,Conceição de Macabu,21613
RJ,33,01504,Cordeiro,20707
RJ,33,01603,Duas Barras,11020
RJ,33,01702,Duque de Caxias,867067
RJ,33,01801,Engenheiro Paulo de Frontin,13408
RJ,33,01850,Guapimirim,53527
RJ,33,01876,Iguaba Grande,24079
RJ,33,01900,Itaboraí,222618
RJ,33,02007,Itaguaí,113182
RJ,33,02056,Italva,14281
RJ,33,02106,Itaocara,22884
RJ,33,02205,Itaperuna,97219
RJ,33,02254,Itatiaia,29394
RJ,33,02270,Japeri,97337
RJ,33,02304,Laje do Muriaé,7424
RJ,33,02403,Macaé,217951
RJ,33,02452,Macuco,5327
RJ,33,02502,Magé,230568
RJ,33,02601,Mangaratiba,38201
RJ,33,02700,Maricá,135121
RJ,33,02809,Mendes,18024
RJ,33,02858,Mesquita,169537
RJ,33,02908,Miguel Pereira,24754
RJ,33,03005,Miracema,26810
RJ,33,03104,Natividade,15076
RJ,33,03203,Nilópolis,157986
RJ,33,03302,Niterói,491807
RJ,33,03401,Nova Friburgo,183391
RJ,33,03500,Nova Iguaçu,801746
RJ,33,03609,Paracambi,48129
RJ,33,03708,Paraíba do Sul,41639
RJ,33,03807,Parati,38740
RJ,33,03856,Paty do Alferes,26575
RJ,33,03906,Petrópolis,297192
RJ,33,03955,Pinheiral,23208
RJ,33,04003,Piraí,26948
RJ,33,04102,Porciúncula,18034
RJ,33,04110,Porto Real,17272
RJ,33,04128,Quatis,13105
RJ,33,04144,Queimados,140374
RJ,33,04151,Quissamã,21234
RJ,33,04201,Resende,122068
RJ,33,04300,Rio Bonito,56436
RJ,33,04409,Rio Claro,17606
RJ,33,04508,Rio das Flores,8703
RJ,33,04524,Rio das Ostras,116134
RJ,33,04557,Rio de Janeiro,6390290
RJ,33,04607,Santa Maria Madalena,10298
RJ,33,04706,Santo Antônio de Pádua,40876
RJ,33,04805,São Fidélis,37657
RJ,33,04755,São Francisco de Itabapoana,41386
RJ,33,04904,São Gonçalo,1016128
RJ,33,05000,São João da Barra,33512
RJ,33,05109,São João de Meriti,460062
RJ,33,05133,São José de Ubá,7093
RJ,33,05158,São José do Vale do Rio Preto,20540
RJ,33,05208,São Pedro da Aldeia,91542
RJ,33,05307,São Sebastião do Alto,8970
RJ,33,05406,Sapucaia,17581
RJ,33,05505,Saquarema,77522
RJ,33,05554,Seropédica,80138
RJ,33,05604,Silva Jardim,21362
RJ,33,05703,Sumidouro,15010
RJ,33,05752,Tanguá,31438
RJ,33,05802,Teresópolis,167622
RJ,33,05901,Trajano de Morais,10327
RJ,33,06008,Três Rios,78256
RJ,33,06107,Valença,72679
RJ,33,06156,Varre-Sai,9720
RJ,33,06206,Vassouras,34858
RJ,33,06305,Volta Redonda,260180
SP,35,00105,Adamantina,33843
SP,35,00204,Adolfo,3538
SP,35,00303,Aguaí,32745
SP,35,00402,Águas da Prata,7653
SP,35,00501,Águas de Lindóia,17438
SP,35,00550,Águas de Santa Bárbara,5658
SP,35,00600,Águas de São Pedro,2832
SP,35,00709,Agudos,34833
SP,35,00758,Alambari,5071
SP,35,00808,Alfredo Marcondes,3921
SP,35,00907,Altair,3859
SP,35,01004,Altinópolis,15627
SP,35,01103,Alto Alegre,4078
SP,35,01152,Alumínio,17079
SP,35,01202,Álvares Florence,3834
SP,35,01301,Álvares Machado,23642
SP,35,01400,Álvaro de Carvalho,4732
SP,35,01509,Alvinlândia,3025
SP,35,01608,Americana,214873
SP,35,01707,Américo Brasiliense,35413
SP,35,01806,Américo de Campos,5723
SP,35,01905,Amparo,66649
SP,35,02002,Analândia,4401
SP,35,02101,Andradina,55361
SP,35,02200,Angatuba,22650
SP,35,02309,Anhembi,5822
SP,35,02408,Anhumas,3788
SP,35,02507,Aparecida,35023
SP,35,02606,Aparecida d'Oeste,4377
SP,35,02705,Apiaí,24894
SP,35,02754,Araçariguama,17975
SP,35,02804,Araçatuba,183441
SP,35,02903,Araçoiaba da Serra,28429
SP,35,03000,Aramina,5211
SP,35,03109,Arandu,6132
SP,35,03158,Arapeí,2475
SP,35,03208,Araraquara,212617
SP,35,03307,Araras,121055
SP,35,03356,Arco-Íris,1890
SP,35,03406,Arealva,7932
SP,35,03505,Areias,3711
SP,35,03604,Areiópolis,10622
SP,35,03703,Ariranha,8709
SP,35,03802,Artur Nogueira,45847
SP,35,03901,Arujá,77279
SP,35,03950,Aspásia,1802
SP,35,04008,Assis,96336
SP,35,04107,Atibaia,128914
SP,35,04206,Auriflama,14307
SP,35,04305,Avaí,5014
SP,35,04404,Avanhandava,11685
SP,35,04503,Avaré,83910
SP,35,04602,Bady Bassitt,15065
SP,35,04701,Balbinos,4063
SP,35,04800,Bálsamo,8284
SP,35,04909,Bananal,10301
SP,35,05005,Barão de Antonina,3165
SP,35,05104,Barbosa,6708
SP,35,05203,Bariri,32102
SP,35,05302,Barra Bonita,35210
SP,35,05351,Barra do Chapéu,5305
SP,35,05401,Barra do Turvo,7672
SP,35,05500,Barretos,113338
SP,35,05609,Barrinha,29144
SP,35,05708,Barueri,245652
SP,35,05807,Bastos,20424
SP,35,05906,Batatais,57286
SP,35,06003,Bauru,348146
SP,35,06102,Bebedouro,75069
SP,35,06201,Bento de Abreu,2717
SP,35,06300,Bernardino de Campos,10784
SP,35,06359,Bertioga,50304
SP,35,06409,Bilac,7193
SP,35,06508,Birigui,110907
SP,35,06607,Biritiba-Mirim,29168
SP,35,06706,Boa Esperança do Sul,13807
SP,35,06805,Bocaina,11073
SP,35,06904,Bofete,9960
SP,35,07001,Boituva,50420
SP,35,07100,Bom Jesus dos Perdões,20674
SP,35,07159,Bom Sucesso de Itararé,3623
SP,35,07209,Borá,807
SP,35,07308,Boracéia,4348
SP,35,07407,Borborema,14731
SP,35,07456,Borebi,2348
SP,35,07506,Botucatu,130201
SP,35,07605,Bragança Paulista,150023
SP,35,07704,Braúna,5118
SP,35,07753,Brejo Alegre,2614
SP,35,07803,Brodowski,21707
SP,35,07902,Brotas,21987
SP,35,08009,Buri,18705
SP,35,08108,Buritama,15655
SP,35,08207,Buritizal,4111
SP,35,08306,Cabrália Paulista,4322
SP,35,08405,Cabreúva,42889
SP,35,08504,Caçapava,86054
SP,35,08603,Cachoeira Paulista,30527
SP,35,08702,Caconde,18563
SP,35,08801,Cafelândia,16730
SP,35,08900,Caiabu,4072
SP,35,09007,Caieiras,88841
SP,35,09106,Caiuá,5167
SP,35,09205,Cajamar,66131
SP,35,09254,Cajati,28243
SP,35,09304,Cajobi,9858
SP,35,09403,Cajuru,23763
SP,35,09452,Campina do Monte Alegre,5622
SP,35,09502,Campinas,1098630
SP,35,09601,Campo Limpo Paulista,75637
SP,35,09700,Campos do Jordão,48324
SP,35,09809,Campos Novos Paulista,4594
SP,35,09908,Cananéia,12216
SP,35,09957,Canas,4502
SP,35,10005,Cândido Mota,29976
SP,35,10104,Cândido Rodrigues,2677
SP,35,10153,Canitar,4504
SP,35,10203,Capão Bonito,46095
SP,35,10302,Capela do Alto,18029
SP,35,10401,Capivari,49650
SP,35,10500,Caraguatatuba,104150
SP,35,10609,Carapicuíba,373358
SP,35,10708,Cardoso,11836
SP,35,10807,Casa Branca,28535
SP,35,10906,Cássia dos Coqueiros,2599
SP,35,11003,Castilho,18465
SP,35,11102,Catanduva,113873
SP,35,11201,Catiguá,7214
SP,35,11300,Cedral,8165
SP,35,11409,Cerqueira César,17893
SP,35,11508,Cerquilho,41144
SP,35,11607,Cesário Lange,15942
SP,35,11706,Charqueada,15395
SP,35,57204,Chavantes,12102
SP,35,11904,Clementina,7316
SP,35,12001,Colina,17478
SP,35,12100,Colômbia,6001
SP,35,12209,Conchal,25615
SP,35,12308,Conchas,16497
SP,35,12407,Cordeirópolis,21607
SP,35,12506,Coroados,5362
SP,35,12605,Coronel Macedo,4913
SP,35,12704,Corumbataí,3887
SP,35,12803,Cosmópolis,61013
SP,35,12902,Cosmorama,7191
SP,35,13009,Cotia,209027
SP,35,13108,Cravinhos,32187
SP,35,13207,Cristais Paulista,7741
SP,35,13306,Cruzália,2224
SP,35,13405,Cruzeiro,77575
SP,35,13504,Cubatão,120293
SP,35,13603,Cunha,21682
SP,35,13702,Descalvado,31379
SP,35,13801,Diadema,390980
SP,35,13850,Dirce Reis,1699
SP,35,13900,Divinolândia,11086
SP,35,14007,Dobrada,8080
SP,35,14106,Dois Córregos,25100
SP,35,14205,Dolcinópolis,2088
SP,35,14304,Dourado,8610
SP,35,14403,Dracena,43675
SP,35,14502,Duartina,12218
SP,35,14601,Dumont,8421
SP,35,14700,Echaporã,6242
SP,35,14809,Eldorado,14718
SP,35,14908,Elias Fausto,16060
SP,35,14924,Elisiário,3202
SP,35,14957,Embaúba,2415
SP,35,15004,Embu,245148
SP,35,15103,Embu-Guaçu,63653
SP,35,15129,Emilianópolis,3040
SP,35,15152,Engenheiro Coelho,16580
SP,35,15186,Espírito Santo do Pinhal,42123
SP,35,15194,Espírito Santo do Turvo,4330
SP,35,57303,Estiva Gerbi,10224
SP,35,15301,Estrela do Norte,2663
SP,35,15202,Estrela d'Oeste,8201
SP,35,15350,Euclides da Cunha Paulista,9491
SP,35,15400,Fartura,15367
SP,35,15608,Fernando Prestes,5550
SP,35,15509,Fernandópolis,65157
SP,35,15657,Fernão,1583
SP,35,15707,Ferraz de Vasconcelos,172222
SP,35,15806,Flora Rica,1688
SP,35,15905,Floreal,2970
SP,35,16002,Flórida Paulista,13112
SP,35,16101,Florínia,2785
SP,35,16200,Franca,323307
SP,35,16309,Francisco Morato,157603
SP,35,16408,Franco da Rocha,135150
SP,35,16507,Gabriel Monteiro,2706
SP,35,16606,Gália,6884
SP,35,16705,Garça,43108
SP,35,16804,Gastão Vidigal,4285
SP,35,16853,Gavião Peixoto,4464
SP,35,16903,General Salgado,10646
SP,35,17000,Getulina,10825
SP,35,17109,Glicério,4586
SP,35,17208,Guaiçara,10891
SP,35,17307,Guaimbê,5458
SP,35,17406,Guaíra,37826
SP,35,17505,Guapiaçu,18441
SP,35,17604,Guapiara,17738
SP,35,17703,Guará,20001
SP,35,17802,Guaraçaí,8366
SP,35,17901,Guaraci,10147
SP,35,18008,Guarani d'Oeste,1965
SP,35,18107,Guarantã,6417
SP,35,18206,Guararapes,30862
SP,35,18305,Guararema,26439
SP,35,18404,Guaratinguetá,113258
SP,35,18503,Guareí,15225
SP,35,18602,Guariba,36151
SP,35,18701,Guarujá,294669
SP,35,18800,Guarulhos,1244518
SP,35,18859,Guatapará,7056
SP,35,18909,Guzolândia,4824
SP,35,19006,Herculândia,8803
SP,35,19055,Holambra,11917
SP,35,19071,Hortolândia,198758
SP,35,19105,Iacanga,10275
SP,35,19204,Iacri,6365
SP,35,19253,Iaras,6878
SP,35,19303,Ibaté,31380
SP,35,19402,Ibirá,11115
SP,35,19501,Ibirarema,6880
SP,35,19600,Ibitinga,54146
SP,35,19709,Ibiúna,72249
SP,35,19808,Icém,7567
SP,35,19907,Iepê,7685
SP,35,20004,Igaraçu do Tietê,23475
SP,35,20103,Igarapava,28259
SP,35,20202,Igaratá,8913
SP,35,20301,Iguape,29055
SP,35,20426,Ilha Comprida,9376
SP,35,20442,Ilha Solteira,25226
SP,35,20400,Ilhabela,29308
SP,35,20509,Indaiatuba,209859
SP,35,20608,Indiana,4809
SP,35,20707,Indiaporã,3880
SP,35,20806,Inúbia Paulista,3678
SP,35,20905,Ipaussu,13831
SP,35,21002,Iperó,29798
SP,35,21101,Ipeúna,6270
SP,35,21150,Ipiguá,4613
SP,35,21200,Iporanga,4260
SP,35,21309,Ipuã,14492
SP,35,21408,Iracemápolis,20705
SP,35,21507,Irapuã,7369
SP,35,21606,Irapuru,7840
SP,35,21705,Itaberá,17699
SP,35,21804,Itaí,24457
SP,35,21903,Itajobi,14606
SP,35,22000,Itaju,3338
SP,35,22109,Itanhaém,89332
SP,35,22158,Itaóca,3229
SP,35,22208,Itapecerica da Serra,156077
SP,35,22307,Itapetininga,147219
SP,35,22406,Itapeva,88491
SP,35,22505,Itapevi,206558
SP,35,22604,Itapira,69317
SP,35,22653,Itapirapuã Paulista,3926
SP,35,22703,Itápolis,40399
SP,35,22802,Itaporanga,14579
SP,35,22901,Itapuí,12446
SP,35,23008,Itapura,4436
SP,35,23107,Itaquaquecetuba,329144
SP,35,23206,Itararé,48143
SP,35,23305,Itariri,15752
SP,35,23404,Itatiba,104533
SP,35,23503,Itatinga,18446
SP,35,23602,Itirapina,15930
SP,35,23701,Itirapuã,5990
SP,35,23800,Itobi,7559
SP,35,23909,Itu,156983
SP,35,24006,Itupeva,47682
SP,35,24105,Ituverava,39062
SP,35,24204,Jaborandi,6618
SP,35,24303,Jaboticabal,72305
SP,35,24402,Jacareí,214223
SP,35,24501,Jaci,5890
SP,35,24600,Jacupiranga,17234
SP,35,24709,Jaguariúna,46533
SP,35,24808,Jales,47137
SP,35,24907,Jambeiro,5554
SP,35,25003,Jandira,110842
SP,35,25102,Jardinópolis,38708
SP,35,25201,Jarinu,24875
SP,35,25300,Jaú,133900
SP,35,25409,Jeriquara,3142
SP,35,25508,Joanópolis,11974
SP,35,25607,João Ramalho,4197
SP,35,25706,José Bonifácio,33375
SP,35,25805,Júlio Mesquita,4470
SP,35,25854,Jumirim,2889
SP,35,25904,Jundiaí,377183
SP,35,26001,Junqueirópolis,18986
SP,35,26100,Juquiá,19055
SP,35,26209,Juquitiba,29081
SP,35,26308,Lagoinha,4824
SP,35,26407,Laranjal Paulista,25721
SP,35,26506,Lavínia,9330
SP,35,26605,Lavrinhas,6678
SP,35,26704,Leme,93417
SP,35,26803,Lençóis Paulista,62393
SP,35,26902,Limeira,280096
SP,35,27009,Lindóia,6912
SP,35,27108,Lins,72260
SP,35,27207,Lorena,83224
SP,35,27256,Lourdes,2147
SP,35,27306,Louveira,39122
SP,35,27405,Lucélia,20119
SP,35,27504,Lucianópolis,2264
SP,35,27603,Luís Antônio,11910
SP,35,27702,Luiziânia,5145
SP,35,27801,Lupércio,4372
SP,35,27900,Lutécia,2687
SP,35,28007,Macatuba,16336
SP,35,28106,Macaubal,7705
SP,35,28205,Macedônia,3650
SP,35,28304,Magda,3167
SP,35,28403,Mairinque,43714
SP,35,28502,Mairiporã,84104
SP,35,28601,Manduri,9101
SP,35,28700,Marabá Paulista,4981
SP,35,28809,Maracaí,13382
SP,35,28858,Marapoama,2693
SP,35,28908,Mariápolis,3926
SP,35,29005,Marília,219664
SP,35,29104,Marinópolis,2101
SP,35,29203,Martinópolis,24502
SP,35,29302,Matão,77546
SP,35,29401,Mauá,425169
SP,35,29500,Mendonça,4774
SP,35,29609,Meridiano,3830
SP,35,29658,Mesópolis,1880
SP,35,29708,Miguelópolis,20668
SP,35,29807,Mineiros do Tietê,12133
SP,35,30003,Mira Estrela,2854
SP,35,29906,Miracatu,20322
SP,35,30102,Mirandópolis,27717
SP,35,30201,Mirante do Paranapanema,17187
SP,35,30300,Mirassol,54618
SP,35,30409,Mirassolândia,4379
SP,35,30508,Mococa,66399
SP,35,30607,Mogi das Cruzes,396468
SP,35,30706,Mogi Guaçu,139211
SP,35,30805,Moji Mirim,87266
SP,35,30904,Mombuca,3291
SP,35,31001,Monções,2144
SP,35,31100,Mongaguá,47984
SP,35,31209,Monte Alegre do Sul,7278
SP,35,31308,Monte Alto,47100
SP,35,31407,Monte Aprazível,22250
SP,35,31506,Monte Azul Paulista,18838
SP,35,31605,Monte Castelo,4060
SP,35,31803,Monte Mor,50702
SP,35,31704,Monteiro Lobato,4197
SP,35,31902,Morro Agudo,29673
SP,35,32009,Morungaba,12050
SP,35,32058,Motuca,4354
SP,35,32108,Murutinga do Sul,4219
SP,35,32157,Nantes,2774
SP,35,32207,Narandiba,4371
SP,35,32306,Natividade da Serra,6637
SP,35,32405,Nazaré Paulista,16717
SP,35,32504,Neves Paulista,8752
SP,35,32603,Nhandeara,10806
SP,35,32702,Nipoã,4427
SP,35,32801,Nova Aliança,6061
SP,35,32827,Nova Campina,8700
SP,35,32843,Nova Canaã Paulista,2059
SP,35,32868,Nova Castilho,1146
SP,35,32900,Nova Europa,9601
SP,35,33007,Nova Granada,19507
SP,35,33106,Nova Guataporanga,2191
SP,35,33205,Nova Independência,3220
SP,35,33304,Nova Luzitânia,3546
SP,35,33403,Nova Odessa,52627
SP,35,33254,Novais,4799
SP,35,33502,Novo Horizonte,37222
SP,35,33601,Nuporanga,6894
SP,35,33700,Ocauçu,4163
SP,35,33809,Óleo,2625
SP,35,33908,Olímpia,50630
SP,35,34005,Onda Verde,3956
SP,35,34104,Oriente,6141
SP,35,34203,Orindiúva,5904
SP,35,34302,Orlândia,40352
SP,35,34401,Osasco,668877
SP,35,34500,Oscar Bressane,2535
SP,35,34609,Osvaldo Cruz,31109
SP,35,34708,Ourinhos,104420
SP,35,34807,Ouro Verde,7899
SP,35,34757,Ouroeste,8725
SP,35,34906,Pacaembu,13333
SP,35,35002,Palestina,11346
SP,35,35101,Palmares Paulista,11312
SP,35,35200,Palmeira d'Oeste,9473
SP,35,35309,Palmital,21260
SP,35,35408,Panorama,14725
SP,35,35507,Paraguaçu Paulista,42680
SP,35,35606,Paraibuna,17446
SP,35,35705,Paraíso,5969
SP,35,35804,Paranapanema,18155
SP,35,35903,Paranapuã,3843
SP,35,36000,Parapuã,10805
SP,35,36109,Pardinho,5711
SP,35,36208,Pariquera-Açu,18567
SP,35,36257,Parisi,2045
SP,35,36307,Patrocínio Paulista,13240
SP,35,36406,Paulicéia,6496
SP,35,36505,Paulínia,86800
SP,35,36570,Paulistânia,1779
SP,35,36604,Paulo de Faria,8607
SP,35,36703,Pederneiras,42235
SP,35,36802,Pedra Bela,5806
SP,35,36901,Pedranópolis,2532
SP,35,37008,Pedregulho,15807
SP,35,37107,Pedreira,42516
SP,35,37156,Pedrinhas Paulista,2952
SP,35,37206,Pedro de Toledo,10358
SP,35,37305,Penápolis,59096
SP,35,37404,Pereira Barreto,24953
SP,35,37503,Pereiras,7640
SP,35,37602,Peruíbe,61030
SP,35,37701,Piacatu,5387
SP,35,37800,Piedade,52447
SP,35,37909,Pilar do Sul,26778
SP,35,38006,Pindamonhangaba,150162
SP,35,38105,Pindorama,15331
SP,35,38204,Pinhalzinho,13425
SP,35,38303,Piquerobi,3546
SP,35,38501,Piquete,13942
SP,35,38600,Piracaia,25384
SP,35,38709,Piracicaba,369919
SP,35,38808,Piraju,28563
SP,35,38907,Pirajuí,23098
SP,35,39004,Pirangi,10712
SP,35,39103,Pirapora do Bom Jesus,16238
SP,35,39202,Pirapozinho,25086
SP,35,39301,Pirassununga,70869
SP,35,39400,Piratininga,12297
SP,35,39509,Pitangueiras,35934
SP,35,39608,Planalto,4583
SP,35,39707,Platina,3242
SP,35,39806,Poá,107556
SP,35,39905,Poloni,5489
SP,35,40002,Pompéia,20235
SP,35,40101,Pongaí,3449
SP,35,40200,Pontal,41840
SP,35,40259,Pontalinda,4155
SP,35,40309,Pontes Gestal,2515
SP,35,40408,Populina,4189
SP,35,40507,Porangaba,8579
SP,35,40606,Porto Feliz,49404
SP,35,40705,Porto Ferreira,51999
SP,35,40754,Potim,20272
SP,35,40804,Potirendaba,15720
SP,35,40853,Pracinha,3074
SP,35,40903,Pradópolis,18052
SP,35,41000,Praia Grande,272390
SP,35,41059,Pratânia,4697
SP,35,41109,Presidente Alves,4094
SP,35,41208,Presidente Bernardes,13406
SP,35,41307,Presidente Epitácio,41624
SP,35,41406,Presidente Prudente,210393
SP,35,41505,Presidente Venceslau,37996
SP,35,41604,Promissão,36364
SP,35,41653,Quadra,3325
SP,35,41703,Quatá,12972
SP,35,41802,Queiroz,2905
SP,35,41901,Queluz,11641
